customer,state,response,coverage,education,employment_status,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
HI14283,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Web,Medium-Class Car,Small
PT50227,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer3,Call Center,Normal Car,Medsize
BH36570,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Branch,Normal Car,Small
TX17484,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Large
CT41158,Washington,No,Extended,Bachelor or College,Employed,Urban,Divorced,Corporate,Offer2,Branch,Medium-Class Car,Large
AO87348,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Small
DE55857,Washington,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Small
LF66923,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Corporate,Offer2,Agent,Normal Car,Small
CN24514,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Large
UW32074,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Small
HP36979,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Large
PP40919,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
RO73268,California,No,Extended,Bachelor or College,Other status,Suburban,Divorced,Corporate,Offer3,Agent,Normal Car,Medsize
HO61691,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer4,Agent,Normal Car,Medsize
BS13062,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Small
FO35655,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Branch,Luxury Car,Medsize
HR10526,California,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
IA63417,Arizona,No,Premium,High School or Below,Other status,Suburban,Divorced,Personal,Offer3,Web,Normal Car,Medsize
BH35016,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Call Center,Normal Car,Medsize
PK52952,Arizona,No,Basic,Doctor or Master,Employed,Suburban,Single,Personal,Offer1,Call Center,Medium-Class Car,Medsize
OD76309,Washington,Yes,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Agent,Medium-Class Car,Small
IL28481,Oregon,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer4,Call Center,Normal Car,Large
GY55092,Nevada,Yes,Extended,High School or Below,Other status,Suburban,Divorced,Personal,Offer2,Agent,Medium-Class Car,Medsize
UF33451,Oregon,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
CF15558,California,No,Basic,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Small
JM62924,Washington,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
EM66435,Oregon,No,Basic,Bachelor or College,Employed,Rural,Divorced,Corporate,Offer1,Agent,Normal Car,Medsize
QX45933,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
JI71369,California,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
JU93290,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Divorced,Personal,Offer1,Web,Normal Car,Medsize
GU66096,Arizona,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
UC33108,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
LW93867,Oregon,No,Basic,Bachelor or College,Other status,Rural,Married,Corporate,Offer1,Web,Normal Car,Medsize
OU78470,Arizona,No,Extended,Doctor or Master,Employed,Rural,Single,Corporate,Offer2,Call Center,Normal Car,Medsize
XW90265,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
HS67749,California,No,Extended,Bachelor or College,Employed,Rural,Married,Corporate,Offer4,Agent,Normal Car,Medsize
VZ51506,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer2,Call Center,Medium-Class Car,Medsize
UI64281,Nevada,No,Basic,Doctor or Master,Other status,Rural,Married,Personal,Offer1,Call Center,Normal Car,Medsize
AE98193,Washington,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Medium-Class Car,Medsize
AZ74055,Oregon,No,Premium,High School or Below,Employed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Medsize
XS76911,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Small
AY40674,Washington,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Medium-Class Car,Medsize
NA12740,Oregon,No,Basic,Doctor or Master,Other status,Rural,Married,Special,Offer1,Web,Normal Car,Medsize
UA84837,Arizona,No,Premium,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
DJ51510,Arizona,No,Premium,High School or Below,Employed,Rural,Married,Personal,Offer3,Agent,Normal Car,Medsize
VM58985,California,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Branch,Normal Car,Medsize
OH60605,Oregon,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Medsize
UO98052,Nevada,No,Extended,Bachelor or College,Unemployed,Urban,Single,Personal,Offer1,Web,Normal Car,Medsize
NC53424,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer4,Web,Normal Car,Medsize
LQ13873,Nevada,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Small
LA97014,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
NB79936,Washington,No,Premium,Bachelor or College,Employed,Rural,Single,Personal,Offer1,Branch,Normal Car,Medsize
NT89061,Arizona,No,Extended,High School or Below,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
AF10970,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer1,Call Center,Normal Car,Medsize
ZG48513,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
JQ59145,California,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
FE84989,Washington,No,Basic,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Large
JT52858,Oregon,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer3,Branch,Normal Car,Medsize
MC62068,California,No,Extended,High School or Below,Employed,Urban,Married,Personal,Offer4,Agent,Normal Car,Large
EU27538,Oregon,No,Extended,Doctor or Master,Employed,Rural,Married,Personal,Offer1,Branch,Luxury Car,Medsize
RH42306,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer3,Web,Normal Car,Small
US23612,Oregon,No,Premium,High School or Below,Other status,Rural,Married,Personal,Offer1,Call Center,Normal Car,Large
WV76014,Arizona,No,Basic,Doctor or Master,Employed,Rural,Single,Special,Offer2,Branch,Normal Car,Medsize
RK96223,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
MF82000,Washington,No,Basic,Bachelor or College,Unemployed,Rural,Married,Special,Offer2,Branch,Normal Car,Medsize
FM46980,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Small
SY56792,Oregon,No,Premium,High School or Below,Unemployed,Suburban,Divorced,Corporate,Offer3,Web,Normal Car,Medsize
RF61565,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Medsize
IM94808,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer4,Web,Normal Car,Medsize
VI14730,Oregon,Yes,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer1,Web,Medium-Class Car,Medsize
YR34119,Washington,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Medium-Class Car,Small
RR77985,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Medsize
VC22097,Washington,Yes,Basic,Bachelor or College,Unemployed,Suburban,Divorced,Corporate,Offer1,Agent,Medium-Class Car,Medsize
WV17090,California,No,Basic,Bachelor or College,Unemployed,Suburban,Married,Corporate,Offer2,Call Center,Medium-Class Car,Medsize
TM23514,Oregon,No,Extended,Bachelor or College,Employed,Urban,Single,Personal,Offer3,Web,Medium-Class Car,Medsize
MQ68407,Oregon,Yes,Premium,Bachelor or College,Employed,Rural,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
GJ59592,California,Yes,Basic,Bachelor or College,Employed,Suburban,Married,Corporate,Offer2,Call Center,Normal Car,Small
FY56083,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Agent,Normal Car,Small
UA94723,Oregon,Yes,Basic,High School or Below,Employed,Urban,Married,Personal,Offer1,Agent,Medium-Class Car,Medsize
FW91032,California,No,Basic,High School or Below,Employed,Rural,Married,Corporate,Offer4,Agent,Normal Car,Medsize
DE34457,Oregon,No,Basic,Doctor or Master,Employed,Urban,Married,Personal,Offer3,Call Center,Medium-Class Car,Small
HD32044,Oregon,No,Premium,Doctor or Master,Employed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
HH30454,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Branch,Medium-Class Car,Medsize
AH84063,Oregon,No,Extended,Bachelor or College,Employed,Rural,Married,Corporate,Offer3,Call Center,Medium-Class Car,Medsize
QA17596,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
XI41052,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer3,Call Center,Medium-Class Car,Medsize
DI30528,California,Yes,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Large
SC66359,Arizona,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer4,Agent,Medium-Class Car,Small
EN61670,Arizona,Yes,Basic,Doctor or Master,Employed,Urban,Married,Personal,Offer2,Branch,Normal Car,Medsize
DQ10761,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Corporate,Offer1,Branch,Normal Car,Medsize
BQ51587,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
JE21522,California,No,Extended,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Branch,Normal Car,Medsize
WS47147,California,Yes,Basic,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer1,Branch,Medium-Class Car,Medsize
ZA64638,Nevada,No,Extended,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Web,Normal Car,Small
EW38459,Nevada,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer2,Web,Normal Car,Medsize
QW87316,Oregon,No,Basic,Bachelor or College,Employed,Urban,Divorced,Personal,Offer2,Agent,Normal Car,Medsize
IC43478,California,No,Extended,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Call Center,Normal Car,Medsize
TE34064,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
WU60905,California,No,Basic,High School or Below,Unemployed,Suburban,Married,Corporate,Offer3,Web,Medium-Class Car,Medsize
YM18992,California,No,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Agent,Normal Car,Medsize
PD55753,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Medsize
KU56006,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Small
MJ69973,Arizona,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Medsize
TW43626,California,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer1,Agent,Normal Car,Large
XX84133,California,No,Basic,Bachelor or College,Employed,Rural,Married,Corporate,Offer4,Call Center,Normal Car,Medsize
ZW84453,Arizona,No,Basic,Bachelor or College,Unemployed,Rural,Married,Personal,Offer1,Web,Normal Car,Medsize
HO29524,California,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer4,Branch,Normal Car,Medsize
VE89726,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer3,Branch,Medium-Class Car,Medsize
GE87503,California,No,Premium,High School or Below,Employed,Suburban,Married,Personal,Offer4,Call Center,Medium-Class Car,Small
PX90263,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Normal Car,Medsize
NI17718,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer2,Web,Normal Car,Medsize
FY32213,California,Yes,Basic,High School or Below,Employed,Suburban,Single,Personal,Offer2,Call Center,Normal Car,Medsize
RZ13254,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Branch,Normal Car,Large
GN45013,Oregon,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer1,Agent,Normal Car,Medsize
UB16654,Washington,No,Basic,Doctor or Master,Other status,Urban,Divorced,Personal,Offer4,Web,Normal Car,Medsize
KU84464,Nevada,No,Extended,Bachelor or College,Employed,Rural,Married,Personal,Offer1,Call Center,Normal Car,Medsize
YH43527,Oregon,No,Extended,Bachelor or College,Employed,Suburban,Married,Corporate,Offer4,Agent,Normal Car,Medsize
RO30676,California,No,Premium,Bachelor or College,Other status,Rural,Married,Personal,Offer1,Agent,Normal Car,Medsize
QL59704,Arizona,No,Basic,Bachelor or College,Employed,Urban,Married,Corporate,Offer2,Branch,Normal Car,Medsize
QH19450,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Corporate,Offer1,Call Center,Normal Car,Small
HR85211,Washington,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Medsize
UV54502,Washington,No,Basic,High School or Below,Unemployed,Suburban,Married,Personal,Offer4,Branch,Normal Car,Large
WB38524,California,No,Basic,High School or Below,Employed,Suburban,Married,Personal,Offer2,Branch,Normal Car,Small
CE56187,Oregon,No,Basic,Doctor or Master,Employed,Urban,Divorced,Personal,Offer2,Branch,Medium-Class Car,Medsize
JL19416,California,No,Premium,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Agent,Medium-Class Car,Medsize
JZ61422,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
LA13377,California,No,Basic,Doctor or Master,Employed,Suburban,Married,Personal,Offer4,Call Center,Normal Car,Small
NC99948,Nevada,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer3,Call Center,Normal Car,Medsize
QD34785,Arizona,Yes,Extended,Bachelor or College,Unemployed,Suburban,Married,Personal,Offer2,Agent,Normal Car,Small
RO26085,California,No,Basic,Bachelor or College,Unemployed,Suburban,Single,Personal,Offer2,Agent,Medium-Class Car,Large
ES57969,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Single,Personal,Offer1,Agent,Normal Car,Medsize
JK55587,California,No,Basic,High School or Below,Other status,Suburban,Married,Special,Offer1,Branch,Normal Car,Large
RN97635,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer1,Call Center,Normal Car,Small
BI76326,California,No,Premium,Bachelor or College,Employed,Urban,Single,Personal,Offer2,Call Center,Medium-Class Car,Small
JA34909,California,Yes,Basic,Bachelor or College,Other status,Suburban,Married,Corporate,Offer2,Call Center,Normal Car,Medsize
OJ90342,Oregon,No,Basic,Bachelor or College,Employed,Rural,Married,Personal,Offer2,Web,Normal Car,Medsize
CM88932,Oregon,Yes,Extended,Doctor or Master,Employed,Rural,Married,Corporate,Offer1,Branch,Normal Car,Large
JJ97525,California,Yes,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
XV21647,California,No,Basic,High School or Below,Unemployed,Suburban,Single,Personal,Offer1,Branch,Medium-Class Car,Medsize
MC83487,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Single,Corporate,Offer1,Agent,Normal Car,Medsize
BL90769,California,Yes,Basic,Bachelor or College,Employed,Suburban,Divorced,Personal,Offer1,Web,Medium-Class Car,Medsize
CR57148,Oregon,No,Basic,Doctor or Master,Employed,Rural,Married,Personal,Offer2,Branch,Normal Car,Medsize
CP85232,Arizona,No,Extended,Bachelor or College,Employed,Rural,Married,Special,Offer1,Agent,Medium-Class Car,Small
YL74732,California,No,Basic,High School or Below,Other status,Suburban,Married,Personal,Offer4,Web,Medium-Class Car,Medsize
FG16766,California,No,Premium,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Branch,Medium-Class Car,Medsize
NV55438,Nevada,No,Basic,High School or Below,Other status,Suburban,Single,Personal,Offer2,Agent,Normal Car,Medsize
RM10880,California,Yes,Extended,Bachelor or College,Employed,Suburban,Divorced,Corporate,Offer1,Branch,Normal Car,Medsize
GL56175,Arizona,No,Extended,Bachelor or College,Employed,Urban,Married,Personal,Offer2,Call Center,Normal Car,Medsize
UK52289,Arizona,Yes,Basic,Bachelor or College,Employed,Urban,Married,Special,Offer2,Agent,Normal Car,Medsize
LL45497,Washington,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer2,Web,Normal Car,Medsize
BC62782,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Married,Personal,Offer4,Call Center,Medium-Class Car,Small
YM57893,Washington,No,Premium,Doctor or Master,Employed,Suburban,Married,Personal,Offer1,Call Center,Normal Car,Small
JP30654,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Single,Personal,Offer3,Agent,Medium-Class Car,Medsize
